POLARITY		CONCEPT
negative		kinman
negative		kinmen_county
positive		kinsfolk
positive		kinsfolk_amphicyonidae_bear
positive		kinsfolk_anisolabididae
positive		kinsfolk_ballad
positive		kinsfolk_cardiidae
negative		kinsfolk_cercopithecidae
negative		kinsfolk_cossidae
positive		kinsfolk_curculionidae
negative		kinsfolk_dasyuridae
negative		kinsfolk_diatrypaceae
negative		kinsfolk_drepanidae
negative		kinsfolk_erebidae
positive		kinsfolk_forficulidae
negative		kinsfolk_information
negative		kinsfolk_lyonetiidae
negative		kinsfolk_magic
positive		kinsfolk_matriarch
negative		kinsfolk_papilionidae
negative		kinsfolk_pieridae
positive		kinsfolk_pop_singer
positive		kinsfolk_reoviridae
negative		kinship
negative		kinship_language
negative		kinship_nomenclature
negative		kinship_terminology
positive		kinsman
positive		kinsperson_amphicyonidae_bear
positive		kinsperson_anisolabididae
positive		kinsperson_cardiidae
negative		kinsperson_cercopithecidae
negative		kinsperson_cossidae
positive		kinsperson_curculionidae
negative		kinsperson_dasyuridae
negative		kinsperson_diatrypaceae
negative		kinsperson_drepanidae
negative		kinsperson_erebidae
positive		kinsperson_forficulidae
negative		kinsperson_information
negative		kinsperson_lyonetiidae
positive		kinsperson_matriarch
negative		kinsperson_papilionidae
negative		kinsperson_pieridae
positive		kinsperson_reoviridae
positive		kinswoman
positive		kintzheim
negative		kip
negative		kip_apnea
negative		kip_bruxism
negative		kip_eeg
negative		kip_onset
positive		kipketer
positive		kiprop
positive		kipungani
negative		kipunji
positive		kirby_super
negative		kircher
negative		kirja
negative		kirkbride_plan
positive		kirkoswald
negative		kirkyard
negative		kirschner
positive		kirsty_cotton
positive		kirsty_cotton_cloth
positive		kirsty_cotton_fiber
positive		kirsty_cotton_plant
positive		kirsty_cotton_wool
positive		kirtle
positive		kirza
negative		kismine
positive		kiss
negative		kiss_off
positive		kiss_passionate
positive		kiss_turbulent
positive		kit
positive		kitcar
positive		kitchenette
negative		kitchensink
negative		kittenish
positive		kitty
positive		kitty_cat
negative		kitty_hustler
negative		kitty_kelley
negative		kitty_litter
positive		kiv
positive		kiwi_clam
positive		kiwi_dollar
positive		kiwi_dollar_sign
positive		kiwi_vine_dollar
negative		kiyoshiro_yamamoto
positive		kizomba
negative		klamath_arriere_pensee
negative		klamath_mental_reservation
negative		klamath_qualification
negative		klamath_reservation
negative		klamath_reserve
negative		klamath_river_reservation
positive		klansman
negative		klarjeti
positive		klaxon
positive		kleene
positive		kleenex
positive		kleenex_tissue
positive		kleenex_weave
negative		klein
positive		kleinian
positive		kleptocracy
negative		kleptocratic
positive		kleptomania
positive		kleptomaniac
negative		klesha
negative		klesmer
negative		klexos
negative		klinefelter_syndrome
negative		klippel_feil_syndrome
positive		klner
negative		klondike
negative		klru_tv
negative		kltorologion
positive		klub
negative		kludd
positive		klutz
positive		kmno
negative		knack
positive		knackwurst
positive		knapsack
negative		knapsack_sprayer
negative		knatchbull
negative		knave
positive		knavery
negative		knavish
positive		knavishly
positive		kndel
positive		knead
positive		knead_closely
positive		knead_collaboratively
positive		knead_on
negative		knee_deep
negative		knee_high
negative		kneebar
positive		kneecap
negative		kneejerk
negative		kneel
positive		kneeler
positive		kneeling_position
positive		knell
positive		knell_bearer
negative		knick
positive		knicker
positive		knicker_draftsman
positive		knicker_drawer
positive		knickknack
negative		knickknackery
positive		knicks_bench
positive		knicks_fan
positive		knife
positive		knife_blade
negative		knife_bruise
negative		knife_combat_injury
negative		knife_edge
negative		knife_hurt
negative		knife_injure
negative		knife_injury
negative		knife_lesion
negative		knife_offend
negative		knife_spit
negative		knife_thrower
positive		knife_vest
negative		knife_wound
negative		knifefish
positive		knifelike
negative		knifelike_amateur
positive		knifelike_appreciation
negative		knifelike_asthma_attack
negative		knifelike_collector
positive		knifelike_contrast
negative		knifelike_economic_downturn
positive		knifelike_flavor
negative		knifelike_increase
positive		knifelike_intellect
negative		knifelike_malnutrition
negative		knifelike_pang
negative		knifelike_reduction
negative		knifelike_rehabilitation
negative		knifelike_renal_failure
negative		knifelike_respiratory
negative		knifelike_respiratory_syndrome
negative		knifelike_schizophrenia
positive		knifelike_tailed_sandpiper
positive		knifelike_tool
negative		knifelike_tooth
positive		knifelike_wit
negative		knig
positive		knight
positive		knight_banneret
negative		knight_dame
negative		knight_dame_commander
positive		knight_errant
positive		knight_errantry
positive		knight_fallible
positive		knight_protect
negative		knight_protect_ore
positive		knight_ridder_newspaper
positive		knight_tale
negative		knight_trade_protect_ore
negative		knight_tribute_ore
negative		knightdale
positive		knighthood
positive		knightly
positive		knightly_castle
positive		knightly_kingdom
positive		knightly_knight
negative		knightly_officer
positive		knights_errant
negative		knights_templar
positive		kniphofia
positive		knish
negative		knit
negative		knit_sew
negative		knit_sew_together
negative		knit_stitch
positive		knit_together
positive		knitted_fabric
negative		knitted_fabric_stitch
negative		knitter
positive		knitting_circle
positive		knitting_needle
negative		knitting_together
positive		knitwear
negative		knitwork_stitch
positive		knnen
positive		knobbed_whelk
negative		knobby
negative		knobhead
negative		knobowtee
positive		knoc
positive		knoc_blush
positive		knoc_hue
positive		knoc_purple
positive		knoc_salmon
positive		knoc_sapphire
negative		knock_down
positive		knock_down_advocate
positive		knock_down_aftershock
positive		knock_down_ally
negative		knock_down_and_drag_out
negative		knock_down_and_drag_out_agitation
negative		knock_down_and_drag_out_eruption
negative		knock_down_and_drag_out_extremism
negative		knock_down_and_drag_out_outburst
negative		knock_down_and_drag_out_pornography
negative		knock_down_and_drag_out_rage
negative		knock_down_and_drag_out_reaction
negative		knock_down_and_drag_out_repression
negative		knock_down_and_drag_out_resistant
negative		knock_down_and_drag_out_retribution
negative		knock_down_and_drag_out_unrest
positive		knock_down_cryptography
positive		knock_down_desire
negative		knock_down_deterrent
negative		knock_down_disapproval
positive		knock_down_emotion
positive		knock_down_food
positive		knock_down_mage
positive		knock_down_sorcerer
negative		knock_down_ventral_notch
positive		knock_knock
negative		knock_off
negative		knock_offs
positive		knockabout
negative		knockaround
positive		knockdown_conscience
negative		knockdown_dragout
negative		knockdown_dragout_agitation
negative		knockdown_dragout_eruption
negative		knockdown_dragout_extremism
negative		knockdown_dragout_outburst
negative		knockdown_dragout_pornography
negative		knockdown_dragout_rage
negative		knockdown_dragout_reaction
negative		knockdown_dragout_repression
negative		knockdown_dragout_resistant
negative		knockdown_dragout_retribution
negative		knockdown_dragout_unrest
negative		knockdown_identity
positive		knockdown_investment
positive		knockdown_memory
negative		knockdown_narcissism
negative		knocked_off
negative		knocked_out
positive		knocker_enhancement
positive		knocker_meat
negative		knocker_surgeon
positive		knocking
negative		knockoff
positive		knockout
negative		knockout_acne
positive		knockout_advocate
positive		knockout_aftershock
negative		knockout_allergy
positive		knockout_blow
negative		knockout_clam
negative		knockout_cough
negative		knockout_crime
positive		knockout_crohn_disease
positive		knockout_cryptography
positive		knockout_currency
negative		knockout_dementia
positive		knockout_desire
positive		knockout_detergent
negative		knockout_deterrent
negative		knockout_disability
negative		knockout_disapproval
negative		knockout_disk_storage
negative		knockout_disrepair
positive		knockout_disruption
positive		knockout_dysplasia
positive		knockout_emotion
negative		knockout_fatigue
positive		knockout_food
positive		knockout_format
negative		knockout_grounder
positive		knockout_hat
negative		knockout_hypokalemia
negative		knockout_hypotension
positive		knockout_metal
positive		knockout_neckline
positive		knockout_penalty
negative		knockout_punch
negative		knockout_rash
negative		knockout_reaction
positive		knockout_salon
positive		knockout_scrabble
negative		knockout_setback
negative		knockout_sleep_apnea
negative		knockout_ventral_notch
positive		knockout_victory
positive		knockout_wood
positive		knockwurst
positive		knot
positive		knotted_circl
positive		knotted_lasso
positive		knotted_leash
positive		knotted_roach
positive		knotted_roofy
positive		knotted_rope
positive		knotted_rophy
positive		knotty
negative		knotty_civil_litigation
negative		knotty_clam
positive		knotty_currency
negative		knotty_disk_storage
positive		knotty_document
negative		knotty_emotion
negative		knotty_grounder
positive		knotty_hat
positive		knotty_historian
negative		knotty_image
positive		knotty_luck
positive		knotty_metal
positive		knotty_organ
positive		knotty_scrabble
positive		knotty_wood
negative		knout
positive		know_how
negative		know_nothing
negative		knowability
positive		knowable
positive		knowhow
positive		knowingly_artificial
positive		knowingly_counterfeit
positive		knowingly_delusive
positive		knowingly_dishonorable
positive		knowingly_fake
positive		knowingly_false
positive		knowingly_faux
positive		knowingly_fictive
positive		knowingly_hollow
positive		knowingly_imitation
positive		knowingly_imitative
positive		knowingly_inconstant
positive		knowingly_incorrect
positive		knowingly_invalid
positive		knowingly_off_key
positive		knowingly_sham
positive		knowingly_traitorously
positive		knowingly_treacherously
positive		knowingly_trumped_up
positive		knowingly_unreal
positive		knowingly_unrealistic
positive		knowingly_untrue
positive		knowingly_violate
positive		knowingly_wrong
positive		knowledgable
positive		knowledge
positive		knowledge_complexity
negative		knowledge_defect
negative		knowledge_derangement
negative		knowledge_deterioration
positive		knowledge_endurance
negative		knowledge_handicap
positive		knowledge_health_therapist
negative		knowledge_impairment
negative		knowledge_institution
positive		knowledge_representation
negative		knowledge_retardation
positive		knowledge_retardation_syndrome
positive		knowledge_rigidity
positive		knowledge_telepathy
negative		knowledge_torture
positive		knowledge_worker
positive		knowledgeable
positive		knowledgeable_atmosphere
negative		knuckle
positive		knuckle_duster
negative		knuckleballer
negative		knucklehead
negative		knuckler
negative		knutzen
positive		koala
positive		koala_bear
negative		kobe_bryant
positive		koblenz
negative		kobo
positive		kobo_glo
positive		kobudo
positive		kocielne
negative		kockott
positive		kodiak_bear
positive		kodkod
positive		kodokan
positive		kodokan_judo
positive		koeln
positive		koh_poh_koon
negative		koine
positive		kokanee_salmon
positive		koki
negative		kokoshnik
negative		kokuhei
negative		kokum
negative		kokusho
negative		kolodko
negative		komodo_dragon
positive		konek_tch
positive		konjac
positive		konstanz
negative		kontakt
negative		kony_almighty
negative		kony_divine
negative		kony_godhead
negative		kony_jehovum
negative		kony_lord
negative		kony_master
negative		kony_noble
negative		kony_nobleman
negative		kony_overlord
positive		koobface
negative		kook
positive		kookie
positive		kookie_flavor
positive		kooky
positive		kooky_flavor
positive		koori
negative		kopen
positive		koragg
negative		korah
positive		koran
negative		korbinite
negative		korey
positive		korg
positive		korn_beat
positive		korn_blast
positive		korn_carapace
positive		korn_crush
positive		korn_cuticle
positive		korn_eggshell
positive		korn_ferry
positive		korn_husk
positive		korn_racing_shell
positive		korn_shell
positive		korn_shield
positive		korn_trounce
negative		kornshell
positive		korsakoff_syndrome
negative		korsakoffs_syndrome
negative		kortrijk
positive		koruna
positive		koryu
positive		korzeniew
positive		kosher
positive		kosher_drinking_water
positive		kosher_saucepan
positive		kosode
positive		kotane
positive		kotex
negative		kovno_ghetto
negative		kow_tow
positive		kowloon_wharf
negative		kowtow
