"term","sentiment"
"officialese","-2"
"officially","-76"
"officiant","90.3"
"officiate","8.9"
"officiating priest","-81"
"officious","-91"
"offline","11.3"
"offline storage","72.8"
"offlineimap","6.2"
"offload","10.3"
"offprint","-2"
"offscreen","-71"
"offseason surgery","-73"
"offset","62"
"offshore wind","99.6"
"offshore wind energy","99.6"
"offshore wind power","99.6"
"offsite facility","10.2"
"offsite storage","10.2"
"offsite storage facility","10.2"
"offspring","5.2"
"offstage","-71"
"ofk beograd","91"
"often","8.3"
"often contradictory","-71"
"often red","11.8"
"ogdoad","75"
"ogee arch","65.3"
"oglala","4"
"oglala lakota","4"
"oglala lakota chief","4"
"ogoni people mosop","98"
"ogre","-67"
"oh","94.3"
"oh dear","-86"
"oh wait","-79"
"oh wow","7.9"
"oh yeah","-74"
"ohel","12.2"
"ohm","-12"
"ohne","-4"
"oig","83.1"
"oig audit","83.1"
"oil","88.2"
"oil glut","12.4"
"oil hinge","-92"
"oil lamp","9.4"
"oil magnate","-86"
"oil paint","8.9"
"oil painting","7.7"
"oil palm","77.7"
"oil pastel","6.8"
"oil sand bitumen","-6"
"oil sand crude","-6"
"oil spilled into","94.3"
"oil stain","-79"
"oil tanker","-8"
"oil tycoon","-86"
"oilcloth","-91"
"oilman","-74"
"oilseed crop","5.8"
"oilskin","-4"
"oily","-89"
"oily fish","4.7"
"oily liquid","-61"
"oily road","-86"
"oily skin","2.7"
"oily substance","5.3"
"oily water","-63"
"oinochoe","-4"
"ointment","-82"
"oireachtas parliament","-64"
"oiseau","-87"
"oiseaux","-87"
"oji cree first","8.6"
"ojibwe","7.3"
"ok","7.4"
"okah release","-7"
"okauchee","86"
"okay","13.4"
"okeh","90.9"
"okey","90.9"
"okkadu","-80"
"okkervil river","19.5"
"okonomiyaki","93.1"
"okur","70.1"
"ol","9.6"
"ol quote","8"
"olay regenerist","8.3"
"olberman","-72"
"old","-77"
"old-fashioned","-83"
"old-hat","-84"
"old acquaintance","64.8"
"old adage","5.9"
"old age","-14"
"old bag","-57"
"old book","9.8"
"old building","-5"
"old burying ground","-71"
"old car","10.3"
"old chap","-86"
"old child","7.9"
"old chum","-33"
"old city","68.9"
"old clothes","-2"
"old codger","-75"
"old coin","2.6"
"old computer","-7"
"old crone","-80"
"old dance","9.7"
"old day","1.9"
"old faithful geyser","5"
"old fart","-86"
"old fashion","3.6"
"old fashioned","-4"
"old fashioned way","84"
"old folk","-6"
"old folk home","-6"
"old food","-72"
"old friend","79.8"
"old game","7.9"
"old geezer","-75"
"old gentleman","-86"
"old gold","-56"
"old grandchild","78.9"
"old hag","-80"
"old harridan","-33"
"old house","12.3"
"old jewish cemetery","12.2"
"old lady","-9"
"old lady house","11.4"
"old maid","-64"
"old main university park","84.7"
"old man","9"
"old manor house","12.1"
"old movie","-2"
"old mucker","-90"
"old newspaper","-85"
"old norse origin","-77"
"old pal","79.8"
"old paper","-2"
"old people","-5"
"old person","-5"
"old photograph","-6"
"old reprobate","-33"
"old salt","66.2"
"old schoolhouse","8.1"
"old sock","-4"
"old software","-85"
"old stager","-90"
"old stuff","-82"
"old technology","-86"
"old testament","77.8"
"old testament prophet","89"
"old time","2.7"
"old west","72.5"
"old wives tale","92"
"old woman","73.8"
"older","83.4"
"older brother","86.3"
"older sister","7.1"
"oldest","84.6"
"oldest contestant","-3"
"oldest mosque","21.1"
"oldest son","88.8"
"oldest synagogue","12.2"
"oldsmobile","-8"
"oldster","87.3"
"ole","9.6"
"oleaginous","-95"
"oleanolic acid","-73"
"olecranon","-25"
"olefin polymerisation","89.1"
"oleifera","-79"
"oleomargarine","-72"
"olfactory cortex","73.6"
"olfactory organ","77.2"
"olfactory property","-85"
"olfactory sensation","-77"
"oligarchic","-83"
"oligarchical","6.4"
"oligarchy","6.4"
"oligoarticular","-69"
"oligochaete","-64"
"oligodon","-69"
"oligomenorrhea","-73"
"oligosaccharide","-65"
"oligosoma","-4"
"oligotrophic","10.4"
"oliguria","-71"
"olin hall","81.1"
"olin library","7.1"
"olivacea","-69"
"olive","-89"
"olive bread","-85"
"olive brown","-61"
"olive sided flycatcher","-82"
"olive skin","2.7"
"oliver hardy","28.3"
"oliver postgate","-73"
"olivet discourse","-68"
"olivetti lettera","-12"
"olivia","-4"
"olla podrida","-76"
"ollie","-86"
"ollivander","7.6"
"olmesartan","-67"
"olodum","-5"
"olsen filipaina","92.3"
"olsun","-70"
"olsztyn","10"
"oltedal","79.9"
"olympe","-90"
"olympiads","9"
"olympian","81"
"olympic athlete","97"
"olympic breaststroke swimmer","-6"
"olympic bronze medallist","6"
"olympic champion","6"
"olympic event","81.7"
"olympic finalist","6"
"olympic flag","-85"
"olympic game","38.1"
"olympic gold medalist","97"
"olympic gymnast","83.9"
"olympic hopeful","-5"
"olympic marathon","-5"
"olympic medal","-1"
"olympic saddledome","5.1"
"olympic silver","6"
"olympic silver medalist","6"
"olympic silver medallist","6"
"olympic sport","3.4"
"olympic swimmer","-5"
"olympic triathlon","-5"
"om mani padme hum","5.9"
"om namah shivaya","5.9"
"omasuyos province","-19"
"omega","11.6"
"omegle","-65"
"omen","72.3"
"ominous","-74"
"ominous shadow","-80"
"omission","-91"
"omit","-90"
"omnibus legislation","72.7"
"omnibus survey","3.5"
"omnigraffle","12.5"
"omnino","72.9"
"omnipotence","20.8"
"omnipotent","20.8"
"omnipotent creator","10.5"
"omnipotent deity","10.5"
"omnipotent god","10.5"
"omnipresent","7.3"
"omniscience","10.5"
"omniscient","10.5"
"omniscient god","10.5"
"omniverse","82.9"
"omnivore","6.4"
"omophorion","73.2"
"omphalocele","-81"
"on-highway","-85"
"on alert","35.7"
"on cloud nine","34.5"
"on fence","59.9"
"on horseback","9.3"
"on person","10.2"
"on sale","87.4"
"on the button","83.3"
"on the nose","83.7"
"onahal","-69"
"onanism","83.1"
"onanistic","76.5"
"onboard camera","-2"
"oncoming train","-8"
"oncotic pressure","35.7"
"ondansetron","77.4"
"one","-76"
"one-camera","-77"
"one-dimensional","-92"
"one-eyed","-90"
"one-liner","79.7"
"one-on-one","-79"
"one-run","-77"
"one-to-one","-79"
"one bedroom apartment","6.9"
"one bedroom condo","6.9"
"one bedroom suite","83.8"
"one handed backhand","-91"
"one handed dunk","-81"
"one iota","5.1"
"one night stand","14.7"
"one way","10.7"
"onecard","3.9"
"oneiric","-95"
"onelie","85.1"
"onenote","4"
"onerous","-96"
"onerous task","2.8"
"onerousness","-96"
"oneshot","73.2"
"onesie","5"
"ongoing debate","-94"
"ongoing investigation","82.5"
"ongoing saga","14.8"
"onion","82.3"
"onion powder","91.8"
"onion smut","-84"
"onion soup","80.2"
"online","8.7"
"online booking","8.4"
"online chat","-65"
"online comparison shopping","87.2"
"online encyclopaedia","7.2"
"online encyclopedia","7.2"
"online shopper","79"
"online shopping","79"
"only","-76"
"only bird","9.2"
"only mammal","6.3"
"only marginally","-64"
"only remaining superpower","81.6"
"only slightly soluble","-78"
"onomatopoeic","-77"
"onomatopoetic","11"
"onrush","-65"
"onscreen","-71"
"onscreen keyboard","93.6"
"onset","8.7"
"onshore flow","-69"
"onshore wind","99.6"
"onsite fitness center","84.5"
"onslaught","-93"
"onstage","17.4"
"ont ouvert le","91.6"
"ontarion","-71"
"onto","-74"
"onto youtube","8.2"
"ontogeny","-75"
"ontological","93.2"
"ontological argument","-81"
"ontological commitment","69.2"
"ontologically","93.2"
"onus","-89"
"onward","74.8"
"onward motion","78.2"
"onychophoran","-80"
"oocyte","6.9"
"oogie boogie","-68"
"ooh","-75"
"oolanga","-87"
"oompah","35.3"
"oomph","78.8"
"oomycete","-84"
"oomycota","76.2"
"oophagy","80.5"
"oot","93"
"ootheca","80.5"
"ootside","2.6"
"ooze","-7"
"oozed out","-7"
"oozing","-64"
"oozy","-3"
"op amp","2.8"
"opacification","-87"
"opacity","-64"
"opalescent","63.9"
"opana","11.2"
"opaque","-64"
"opaqued","-75"
"opaqueness","-64"
"opel rekord","6.7"
"open","3.9"
"open-hearted","-80"
"open-mouthed","66.7"
"open book","5.5"
"open bottle","9.3"
"open business","-90"
"open car door","4.8"
"open casket","-70"
"open casket funeral","-70"
"open close","5.4"
"open close mouth","-6"
"open container","-7"
"open door","-3"
"open enrollment","73.8"
"open envelope","8.2"
"open eye","-86"
"open front door","-2"
"open gift","8.7"
"open golf tournament","73.8"
"open grassland","-74"
"open heathland","-74"
"open land","4.2"
"open letter","-8"
"open lock","-5"
"open lock door","7.8"
"open mailbox","1.8"
"open marriage","-74"
"open mic","6.8"
"open mic night","-76"
"open mind","70"
"open minded","92.4"
"open moorland","-74"
"open mouth","-3"
"open night","7.6"
"open package","86.1"
"open reel tape","73.4"
"open refrigerator","85.3"
"open seasonally","84.3"
"open source","77.4"
"open source javascript","-75"
"open source software","77.4"
"open space","3.1"
"open testing fairtest","73"
"open up","8.7"
"open wallet","3.9"
"open wind","-10"
"open window","-9"
"opencast","-76"
"opener","-2"
"opener against","-2"
"opener gautam gambhir","-2"
"openhearted","30.9"
"opening","-73"
"opening ceremony","85.3"
"opening faceoff","90.4"
"opening keynote","-85"
"opening keynote speech","-85"
"opening montage","-71"
"opening move","87.1"
"opening night","90.4"
"opening plenary session","13.7"
"opening polymerization","8.5"
"opening riff","84.4"
"opening round","90.2"
"opening sequence","-71"
"openly","88.7"
"openly accessible","77.4"
"openly anti semitic","-79"
"openly avowed","91"
"openly criticize","-87"
"openly defy","-73"
"openly hostile","-41"
"openly racist","62.4"
"openness","5.5"
"opentv","-67"
"openwindows","81.7"
"opera","17"
"opera ballet","9"
"opera comique","-62"
"opera composer","93.7"
"opera house","8.1"
"opera orchestra","29"
"opera singer","89.1"
"operability","63.5"
"operable","80.7"
"operand","-6"
"operant","66.1"
"operant behavior","66.1"
"operate","95.3"
"operate autonomously","95.3"
"operate computer","84.5"
"operate efficiently","95.3"
"operate freely","95.3"
"operate independently","95.3"
"operate profitably","95.3"
"operate reliably","95.3"
"operate safely","95.3"
"operated independently","95.3"
"operated super puma","8.4"
"operatic","6.6"
"operatic repertoire","85.5"
"operating base fob","-69"
"operating budget","7.2"
"operating expense","7.8"
"operating room","80.5"
"operating system","6.3"
"operating system android","6.1"
"operating theater","80.5"
"operation","-6"
"operation catnip","-87"
"operation center eoc","-82"
"operation command afsoc","81.3"
"operation command ussocom","81.3"
"operation fortitude","-85"
"operation herne","88.1"
"operation mincemeat","-85"
"operation nordwind","75"
"operation reinhard","-14"
"operation research","85.7"
"operation tailwind","-75"
"operation varsity","75"
"operational","80.7"
"operational amplifier","2.8"
"operational efficiency","64.6"
"operational maneuver","-69"
"operational tempo","87"
"operationalize","79.1"
"operations forces sof","81.3"
"operative dentistry","2.9"
"operative system","3.6"
"operator","14.2"
"operator cme group","10.3"
"operator dp","-3"
"operatorship","63"
"operetta","-62"
"operoseness","-75"
"ophel","8.1"
"ophelia","-85"
"ophicleide","71.2"
"ophidian","-70"
"ophioglossum vulgatum","-79"
"ophiopogon","-76"
"ophir energy plc ophr","-82"
"ophthalmia","-74"
"ophthalmia neonatorum","-74"
"ophthalmic plastic","63.3"
"ophthalmic surgeon","71"
"ophthalmitis","-74"
"ophthalmoplegia","-87"
"ophthalmoscope","17.3"
"opi opi avoplex nail","81"
"opi opi natural","8.2"
"opiate","-7"
"opiate bind","-23"
"opiate withdrawal","77.4"
"opinion","14.2"
"opinion differ","63.2"
"opinion vary","63.2"
"opinionated","-87"
"opinioned","-91"
"opioid analgesic","34.4"
"opioid antagonist","77.4"
"opioid painkiller","11.2"
"opioid therapy","-7"
"opioid treatment","-7"
"opisthorchis viverrini","85.2"
"opium","-3"
"opium den","-79"
"opobalsamum","74.2"
"opossum","-88"
"opossum shrimp","-78"
"oppanakara street","4.3"
"oppenheimer","13.1"
"oppian","-73"
"opponent","-86"
"opportune","85.9"
"opportunism","-78"
"opportunistic","-89"
"opportunistic pathogen","-63"
"opportunity","9.2"
"opposable","-67"
"oppose","-4"
"oppose abortion","-86"
"oppose capital punishment","-17"
"opposer","-79"
"opposes abortion","-86"
"opposes capital punishment","-17"
"opposing faction","-80"
"opposing pitcher","7.5"
"opposite","-77"
"opposite cold","90"
"opposite conclusion","7.5"
"opposite corner","-77"
"opposite direction","-77"
"opposite hemisphere","11.9"
"opposite sex","82"
"opposite shore","-7"
"opposite side","-77"
"opposite tack","-4"
"oppositely","-77"
"opposition","-98"
"opposition mohamed brahmi","90.3"
"oppositional culture","-89"
"oppositive","-65"
"oppress","-79"
"oppressed","-88"
"oppresses woman","-28"
"oppression","-87"
"oppressive","-28"
"oppressive heat","-85"
"oppressive rule","32.6"
"oppressive silence","10.8"
"oppressively","-28"
"oppressiveness","-28"
"oppressor","-85"
"opprobrious","-88"
"opprobrium","-29"
"opsonization","72.8"
"opt","36.6"
"optic ataxia","-74"
"optic atrophy","-72"
"optic chiasm","-80"
"optic nerve hypoplasia","-72"
"optic neuropathy","-87"
"optic radiation","-80"
"optic tract","-80"
"optical aberration","72"
"optical absorption","84.3"
"optical aid","7.3"
"optical cavity","84.9"
"optical disk","8.3"
"optical drive","5.4"
"optical fiber","8.5"
"optical fibre","8.5"
"optical filter","6.9"
"optical illusion","-90"
"optical image stabilization","-2"
"optical instrument","86"
"optical microscope","3.2"
"optical mouse","6.7"
"optical path","-73"
"optical telescope","3.9"
"optical viewfinder","5"
"optimal","92.5"
"optimal nutrition","75.1"
"optimality","92.7"
"optimality theory","-93"
"optimally fluoridated water","-88"
"optimedia","-67"
"optimisation","77.9"
"optimiser","35.5"
"optimism","83"
"optimist","92.6"
"optimistic","28.8"
"optimistic attitude","77.6"
"optimistic concurrency control","73.4"
"optimistic outlook","-75"
"optimistic view","-75"
"optimistically","28.8"
"optimization","78.6"
"optimize","92.8"
"optimize performance","64.6"
"optimum","93.3"
"optimum performance","64.6"
"option","16.3"
"option menu","6.5"
"optional","89.3"
"optional keyword","74.8"
"optionee","8.5"
"optometric","2.9"
"optometry","2.9"
"optometry admission test","88.3"
"opulence","75.4"
"opulent","79.6"
"opulent palace","9"
"opulently","84.9"
"opus","89.8"
"opus house","89.8"
"opus ticket","13.4"
"oracle","67.6"
"oracleworld","-85"
"orakzai","-5"
"oral","4.7"
"oral acyclovir","-82"
"oral allergy syndrome","-87"
"oral argument","8.9"
"oral bacteria","-77"
"oral bioavailability","74.4"
"oral cleaning","35.7"
"oral communication","4.7"
"oral comprehensive examination","87.3"
"oral copulation","76.9"
"oral defense","87.3"
"oral exam","87.3"
"oral examination","87.3"
"oral flora","-77"
"oral formulation","-67"
"oral glucose","60.3"
"oral glucose tolerance","82.9"
"oral health","-88"
"oral health care","2.9"
"oral hygiene","-77"
"oral malodor","-87"
"oral mucosa","-77"
"oral pathology","-79"
"oral polio vaccine","-10"
"oral prednisone","-69"
"oral preliminary examination","87.3"
"oral presentation","87.3"
"oral qualifying exam","87.3"
"oral qualifying examination","87.3"
"oral sedation","-78"
"oral sex","12.1"
"oral snuff","-77"
"oral steroid","-67"
"oral surgery","2.9"
"oral syringe","-11"
"oral therapy","73.2"
"oral thrush","-82"
"oral tradition","86.8"
"oral vaccine","77.8"
"oralism","-94"
"orally","4.7"
"orally translate","14.2"
"orang pendek","-88"
"orange","83"
"orange-copper","-77"
"orange color","93.1"
"orange drink","5.2"
"orange dwarf","62.9"
"orange fruit","6.8"
"orange fur","82"
"orange glow","-4"
"orange juice","87.1"
"orange milkwort","-72"
"orange peel","-82"
"orange red","2.2"
"orange rind","8.2"
"orange rust","-95"
"orange shirt","6.8"
"orange sneezeweed","-73"
"orange soda","-6"
"orange tabby","-73"
"orange yellow","8.9"
"orange zest","84.3"
"orangish","2.2"
"orarion","73.2"
"orarium","73.2"
"orat","6.5"
"orate","13.7"
"oration","4.6"
"orator","3.9"
"oratorian","-86"
"oratorical","-90"
"oratorical style","-72"
"oratory","-90"
"orb","89.2"
"orbit","92.3"
"orbit around","92.3"
"orbit around earth","7.6"
"orbit around sun","7.3"
"orbit earth","-5"
"orbit insertion","92.3"
"orbit sun","90.2"
"orbital","92.3"
"orbital altitude","5.9"
"orbital angular momentum","4.4"
"orbital inclination","92.3"
"orbital insertion","92.3"
"orbital motion","94.3"
"orbital overlap","68.4"
"orbital path","92.3"
"orbital period","92.3"
"orbital plane","92.3"
"orbital velocity","92.3"
"orbiter","86.7"
"orbiting earth","85.1"
"orbiting junk","85.1"
"orbiting planet","72"
"orbiting space","85.1"
"orbitofrontal","73.6"
"orbitofrontal cortex","84.3"
"orca","3.3"
"orcein","-3"
"orchard","80.6"
"orchard street","94.3"
"orchardist","-11"
"orchestra","62.8"
"orchestra pit","4.5"
"orchestra play","79.6"
"orchestra seat","11.8"
"orchestral composition","93.7"
"orchestral introduction","12.5"
"orchestral music","93.7"
"orchestral piece","3.8"
"orchestral repertoire","62.8"
"orchestral score","72.8"
"orchestral version","3.8"
"orchestrate","87.5"
"orchestration","3.4"
"orchiopexy","6.2"
"orchis mascula","-77"
"orchitis","-88"
"ordain","82.2"
"ordained","81.9"
"ordained priest","17.8"
"ordaining","81.8"
"ordains","81.7"
"ordeal","-86"
"order","15.2"
"order beer","-3"
"order carnivorafamily","-3"
"order dinner","-5"
"order diptera","-64"
"order drink","11.8"
"order food","11.8"
"order french fries","11.8"
"order fry","-4"
"order hamburger","11.8"
"order lunch","68.6"
"order meal","11.8"
"order menu","11.8"
"order passeriformes family","77.9"
"order pelecaniformesfamily","-78"
"order pizza","11.8"
"order rodentia","-7"
"order thysanura","-72"
"ordered series","-73"
"ordering","77.3"
"orderly","8.4"
"orderly departure","-71"
"orderly migration","-71"
"orderly transition","14.2"
"ordinal","5.4"
"ordinal number","5.4"
"ordinal scale","87.5"
"ordinariness","75.2"
"ordinary","14.4"
"ordinary differential equation","-76"
"ordinary income tax","79.5"
"ordinary seaman","87"
"ordination","-83"
"ordnance","-92"
"ordnance gazetteer","-74"
"ordubad rayon","-19"
"ordure","-85"
"ore","9.2"
"ore mineral","-6"
"oregano","10"
"oregano oil","92"
"oresteia","3.9"
"orexigenic","78.3"
"orexin","78.3"
"orff schulwerk","55.7"
"organ","7.3"
"organ body","11.8"
"organ donor","-43"
"organ loft","11.6"
"organ perfusion","69.5"
"organ stop","81"
"organ transplant","-43"
"organdy","92.7"
"organelle","83.8"
"organic","5.1"
"organic aerosol","-75"
"organic agriculture","5.1"
"organic carbon","10.7"
"organic chemical compound","71.9"
"organic chemist","63.9"
"organic chemistry","89.1"
"organic coffee","85.9"
"organic compost","-8"
"organic compound","71.9"
"organic crop production","5.1"
"organic dairy","5.2"
"organic dye","80.2"
"organic farm","9.4"
"organic farmer","-11"
"organic fertiliser","3.5"
